Year,Ticker,Name,Currency,CurrentAssets,AmortizationGoodwill,AccountsPayable,Assets,AverageShortTermRate,BVPS,CapitalizedSoftware,CommonEquity,Cash,CashDelta,CNI,ContingentLiabilities,COGS,CommonSharesIssued,CommonSharesOutstanding,CommonShareholders,CommonCapital,CapitalizedLeases,DebtSeniorConvertible,DebtSubordinatedConvertible,DebtIssuance,DebtTiedtoPrime,Debt,AccumulatedDepreciation,CashDividends,DividendsCommon,DividendsPreferred,Dividends,EBITDA,EBIT,Employees,DilutedEPS,ForeignExchange,FinancingActivities,Goodwill,GoodwillAmortization,Gain/LossPretax,GrossProfit,InvestmentBankingIncome,InvestedCapital,InterestIncome,Intangibles,InterestCapitalized,Inventories,InvestingActivities,CurrentLiabilities,Liabilities,NI,OperatingIncome,PTI,PPEGross,PPENet,PreferredStock,Provisions,RetainedEarnings,Receivables,Revenue,Sales,SaleofCommonStock,Equity,SaleofProperty,IncomeTaxes,NetDeferredTaxAsset,NetDeferredTaxLiability,IncomeTaxesPayable,IncomeTaxesPaid,IncomeTaxRefund,Taxes,PreferredStockatCarryingValue,WorkingCapital,OperatingExpenses,PrepaidExpenses,RetirementExpenses,RDExpenses,SGA Expenses,StaffExpense,Expense,UnderwritingExpense,DividendsperShare,PriceClose,SIC,Industry,State/Province,WebURL
2011,STD2,Santander Holdings USA Inc,USD,0,0,47797.52,80565.2,0,23.82,0,12400.72,2660.62,918.07,1434.22,0,2708.15,520.31,520.31,0,12213.48,0,0,0,17730.98,0,11968.45,0,88.15,0,14.6,14.6,2201.93,2409.99,8.56,2.24,0,6474.21,3431.48,0,987.65,3553.89,0,24564.62,0,3530.65,0,455.5,-7768.69,0,67969.04,1172.64,2409.99,2166.53,0,0,0,0,187.23,50223.89,6262.04,6262.04,0,12596.16,0,0,1648.89,953.29,0,621.44,0,908.28,0,0,3852.05,0,15.5,0,1143.9,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2012,STD2,Santander Holdings USA Inc,USD,0,0,50790.04,85790.2,0,25.07,0,13046.56,2709.27,-403.15,662.29,0,1266.56,520.31,520.31,0,12211.64,0,0,0,4529.75,0,8680.02,0,14.6,0,14.6,14.6,1283.67,1431.43,8.92,1.05,0,3725.39,3431.48,0,0,2420.92,0,21922.02,0,3585.94,0,909.4,-5739.2,0,72548.2,561.24,1431.43,454.79,0,0,0,0,834.92,51375.44,3687.48,3687.48,0,13242,0,0,1749.53,969.11,0,-50.83,0,-106.45,0,0,2256.05,239.73,17.43,0,989.49,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2013,STD2,Santander Holdings USA Inc,USD,0,0,49521.41,77144.02,0,25.65,0,13349.54,4324.34,2006.14,319.4,0,828.97,520.31,520.31,0,12209.82,0,0,0,2028.75,0,9171.28,0,14.6,0,14.6,14.6,1189.03,1475.33,9.1,1.18,0,-8381.23,3431.48,0,0,2555,0,22716.26,0,3607.88,0,217.55,9025.78,0,63599.04,628.1,1475.33,788.4,0,0,0,0,1139.72,49087.34,3383.97,3383.97,0,13544.98,0,0,1782.11,1034.15,0,1.49,0,160.3,0,0,1908.64,141.59,18.53,0,1079.67,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2014,STD2,Santander Holdings USA Inc,USD,0,0,52474.01,118457.42,0,34.58,0,18347.84,4259.56,-1992.22,2866.17,0,3899.26,530.39,530.39,0,14729.61,0,0,0,37894.39,0,29982.62,0,14.6,0,14.6,14.6,3882.82,3882.82,14,4.38,0,8490.76,8892.01,0,22,5569.37,0,52486.71,0,9772.55,0,325.3,-14681.71,0,95953.32,2335.15,3882.82,4121.44,0,0,0,0,3618.23,73923.75,9468.63,9468.63,0,18543.29,0,0,2371.99,3397.94,0,-122.59,0,1413.22,0,0,5585.81,159.25,19.14,0,1686.55,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2015,STD2,Santander Holdings USA Inc,USD,0,0,56114.23,127571.28,0,31.93,0,16941.36,7421.77,2790.26,-3177.33,0,5217.28,530.39,530.39,0,14729.57,0,0,0,68190.5,0,35087.76,0,14.6,0,14.6,14.6,3191.7,3191.7,15.15,-2.82,0,14319.7,4444.39,0,0,5100.08,0,54669.53,0,5230.68,0,3222.24,-16663.9,0,107989.51,-1480.38,3191.7,-3809.34,0,0,0,0,2211.79,76213.08,10317.36,10317.36,0,17136.81,2020.69,0,2627.04,2980.41,0,-247.21,0,-675.24,0,0,7125.66,162.88,24.34,0,1908.38,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2016,STD2,Santander Holdings USA Inc,USD,0,0,67240.69,137370.52,0,36.62,0,19426.44,13052.81,588.85,618.09,0,4404.78,530.39,530.39,0,16599.5,0,0,0,52448.21,0,34049.98,0,15.13,0,15.13,15.13,4002.43,4002.43,16.5,0.66,0,-4869.57,4454.93,0,0,6340.67,0,56428.74,0,5202.51,0,2703.01,356.75,0,114991.77,362.88,4002.43,954.48,0,0,0,0,2826.94,82005.32,10745.46,10745.46,0,19621.88,2351.82,0,3302.99,3733.53,0,-146.13,0,313.72,0,0,6743.03,172.56,18.48,0,2338.24,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
2017,STD2,Santander Holdings USA Inc,USD,0,0,60831.1,128294.03,0,39.56,0,20987.25,10338.77,-3515.89,967.55,0,4102.62,530.39,530.39,0,17723.01,0,0,0,44325.31,0,34476.84,0,24.6,10,14.6,24.6,4048.65,4048.65,17,1.03,0,-10963.16,4444.39,0,0,6613.09,0,58182.47,0,5129.34,0,2653.26,2620.92,0,104588.4,561.07,4048.65,820.44,0,0,0,0,3264.24,76829.28,10715.71,10715.71,0,21182.7,3119.26,0,2612.81,2811.16,0,3.95,0,-152.33,0,0,6667.06,172.55,33,0,2564.44,0,0,0,0,0,6021,National Commercial Banks,MA,www.santanderbank.com
1994,WAFD,Washington Federal Inc.,USD,0,0,2281.75,3830.05,0,13.72,0,546.77,30.47,0,0,0,121.52,0,39.85,0,39.85,0,0,0,0,0,310.1,0,0,32.69,0,32.69,150.2,155.35,0,2.32,0,0,34.35,0,0,175.76,0,856.87,0,34.35,0,24.28,0,0,3283.28,92.79,155.35,142.39,0,0,0,0,186.61,2420.67,297.27,297.27,0,546.77,0,0,0,0,0,0,0,49.6,0,0,141.93,0,0,0,20.41,0,0,0,0.82,20.38,6021,National Commercial Banks,WA,www.washingtonfederal.com
1995,WAFD,Washington Federal Inc.,USD,0,0,2371.1,4577.4,0,14.82,0,575.93,23.17,0,0,0,194.5,0,38.87,0,39.94,0,0,0,0,0,360,0,0,26.84,0,26.84,132.23,137.58,0,1.97,0,0,31,0,0,159.17,0,935.93,0,31,0,32.13,0,0,4001.47,78.34,137.58,123.09,0,0,0,0,237.48,3034.03,353.67,353.67,0,575.93,0,0,0,0,0,0,0,44.75,0,0,216.08,0,0,0,21.59,0,0,0,0.67,23.75,6021,National Commercial Banks,WA,www.washingtonfederal.com
1996,WAFD,Washington Federal Inc.,USD,0,0,2423.89,5114.98,0,14.2,0,577.7,19.64,0,0,0,232.57,0,40.7,0,44.01,0,0,0,0,0,50,0,0,37.81,0,37.81,148.51,153.97,0,1.88,0,0,27.46,0,0,177.61,0,627.7,0,27.46,0,33.49,0,0,4537.27,79.9,153.97,124.45,0,0,0,0,196.63,3723.02,410.19,410.19,0,577.7,0,0,0,0,0,0,0,44.56,0,0,256.22,0,1.5,0,23.65,0,0,0,0.88,23.63,6021,National Commercial Banks,WA,www.washingtonfederal.com
1997,WAFD,Washington Federal Inc.,USD,0,0,2905.37,5719.59,0,15.11,0,717.75,23.44,0,0,0,258.26,0,47.51,0,51.14,0,0,0,0,0,352.5,0,0,42.69,0,42.69,171.68,179.4,0,2.21,0,0,58.77,0,0,207.74,0,1070.25,0,58.77,0,30.19,0,0,5001.84,105.05,179.4,163.34,0,0,0,0,161.63,4190.77,466,466,0,717.75,0,0,0,0,0,0,0,58.29,0,0,286.59,0,1.65,0,28.33,0,0,0,0.88,29.63,6021,National Commercial Banks,WA,www.washingtonfederal.com
1998,WAFD,Washington Federal Inc.,USD,0,0,3071.18,5637.01,0,14.91,0,767.17,22.22,0,0,0,252.97,56.42,51.45,0,56.42,0,0,0,0,0,800,0,0,46.85,0,46.85,181.57,189.9,0,2.12,0,0,53.64,0,0,218.9,0,1567.17,0,53.64,0,16.19,0,0,4869.84,111.84,189.9,173.79,0,0,0,0,88.27,4143.53,471.87,471.87,0,767.17,0,0,0,0,0,0,0,61.95,0,0,281.98,0,1.49,0,29,0,0,0,0.88,25,6021,National Commercial Banks,WA,www.washingtonfederal.com
1999,WAFD,Washington Federal Inc.,USD,0,0,3291.86,6163.5,0,13.83,0,750.02,25.04,0,0,0,245.17,62.19,54.23,0,62.19,0,0,0,0,0,801,0,0,49.21,0,49.21,184.38,192.7,0.7,2.05,0,0,47.58,0,0,223.18,0,1551.02,0,47.58,0,16.68,0,0,5413.48,114.29,192.7,177.08,0,0,0,0,48.99,4378.73,468.36,468.36,0,750.02,0,0,0,0,0,0,0,62.8,0,0,275.66,0,1.75,0,30.49,0,0,0,0.88,23.19,6021,National Commercial Banks,WA,www.washingtonfederal.com
2000,WAFD,Washington Federal Inc.,USD,0,0,3375.04,6719.84,0,14.57,0,759.17,28.29,0,0,0,299.51,62.3,52.12,0,62.3,0,0,0,0,0,600,0,0,51.31,0,51.31,170.65,178.99,0.68,2,0,0,41.58,0,0,209.83,0,1359.17,0,41.58,0,17.42,0,0,5960.68,105.68,178.99,163.18,0,0,0,0,101.14,4949.24,509.34,509.34,0,759.17,0,0,0,0,0,0,0,57.5,0,0,330.35,0,1.72,0,30.84,0,0,0,0.96,22.75,6021,National Commercial Banks,WA,www.washingtonfederal.com
2001,WAFD,Washington Federal Inc.,USD,0,0,4251.11,7026.74,0,15.11,0,874.01,1210.67,0,0,0,321.97,69.01,57.86,0,69.01,0,0,0,0,0,1350,0,0,54.01,0,54.01,182.93,191.8,0.71,1.95,0,0,35.7,0,0,224.58,0,2224.01,0,35.7,0,16.78,0,0,6152.73,113.61,191.8,175.46,0,0,0,0,100.58,4207.77,546.55,546.55,0,874.01,0,0,0,0,0,0,0,61.85,0,0,354.75,0,1.78,0,32.78,0,0,0,0.92,25.05,6021,National Commercial Banks,WA,www.washingtonfederal.com
2002,WAFD,Washington Federal Inc.,USD,0,0,4452.25,7392.44,0,15.12,0,960.72,1731.11,0,0,0,241.94,76.21,63.54,0,76.21,0,0,0,0,0,1050,0,0,57.38,0,57.38,230.71,234.23,0.73,2.25,0,0,35.7,5.6,0.52,273.07,0,2010.72,0,35.7,0,17.59,0,0,6431.72,143.95,234.23,222.35,0,0,0,0,113.93,4292,515.01,515.01,0,960.72,0,0,0,0,0,0,0,78.4,0,0,280.78,0,2.04,0,38.84,0,0,0,0.89,22.32,6021,National Commercial Banks,WA,www.washingtonfederal.com
2003,WAFD,Washington Federal Inc.,USD,0,0,4520.05,7535.98,0,14.83,0,1055.6,1647.99,0,0,0,196.38,85.55,71.17,0,85.55,0,0,0,0,0,1500,0,0,60,0,60,225.23,228.46,0.75,2.06,0,0,54.97,0,3.38,266.1,0,2555.6,0,60.34,0,16.2,0,0,6480.38,145,228.46,223.72,0,0,0,0,91.73,4606.73,462.48,462.48,0,1055.6,0,0,0,0,0,0,0,78.72,0,0,234.03,0,2,0,37.64,0,0,0,0.85,25.2,6021,National Commercial Banks,WA,www.washingtonfederal.com
2004,WAFD,Washington Federal Inc.,USD,0,0,4569.25,7169.21,0,14.24,0,1120.19,818.97,-928.85,0,0,169.52,94.38,78.68,0,94.38,0,0,0,0,0,1300,0,64.7,64.7,0,64.7,211.92,215.94,0.75,1.66,0,-478.16,54.97,0,0,255.17,0,2420.19,0,58.94,0,8.63,-588.95,0,6049.02,131.87,215.94,203.71,0,0,0,0,70.84,4982.84,424.69,424.69,0,1120.19,0,0,0,0,0,75,0,71.84,0,0,208.75,0,2.1,0,39.22,0,0,0,0.81,25.15,6021,National Commercial Banks,WA,www.washingtonfederal.com
2005,WAFD,Washington Federal Inc.,USD,0,0,5002.17,8234.45,0,13.66,0,1187.31,709.05,129.43,0,0,195.13,104.14,86.93,0,104.14,0,0,0,530,0,1885,0,67.72,67.72,0,67.72,228.79,233.84,0.78,1.67,0,944.07,54.48,0,0,276.82,0,3072.31,0,57.26,0,5.63,-957.89,0,7047.14,145.89,233.84,222.31,0,0,0,0,48.73,5937.68,471.95,471.95,0,1187.31,0,0,9.71,53.2,0,81.55,0,76.42,0,0,238.11,0,2.31,0,42.99,0,0,0,0.77,22.56,6021,National Commercial Banks,WA,www.washingtonfederal.com
2006,WAFD,Washington Federal Inc.,USD,0,0,5285.71,9069.02,0,14.46,0,1262.72,45.72,-592.07,0,0,273.9,104.47,87.34,0,104.47,0,0,0,700,0,2370,0,70.71,70.71,0,70.71,223.96,227.77,0.77,1.64,0,703.38,54.48,0,0,272.24,0,3632.72,0,56.26,0,3.9,-1427.41,0,7806.3,143.1,227.77,218.66,0,0,0,0,117.16,7078.44,546.14,546.14,0,1262.72,0,0,12.87,54.54,0,78.78,0,75.56,0,0,318.36,0,2.34,0,44.47,0,0,0,0.81,22.44,6021,National Commercial Banks,WA,www.washingtonfederal.com
2007,WAFD,Washington Federal Inc.,USD,0,0,5979.05,10285.42,0,15.07,0,1318.13,61.38,15.66,0,0,360.05,104.92,87.44,0,104.92,0,0,0,490.21,0,2360.98,0,72.47,72.47,0,72.47,216.8,221.91,0.89,1.54,0,599.97,102.41,0,0,274.2,0,3679.11,0,107.25,0,4.87,-727.12,0,8967.29,135.02,221.91,209.31,0,0,0,0,172.65,8188.28,634.25,634.25,0,1318.13,0,0,18.25,55.62,0,70.94,0,74.3,0,0,412.34,0,2.63,0,52.29,0,0,0,0.83,26.26,6021,National Commercial Banks,WA,www.washingtonfederal.com
2008,WAFD,Washington Federal Inc.,USD,0,0,7146.05,11796.43,0,15.16,0,1332.67,82.6,21.22,0,0,458.16,105.09,87.92,0,105.09,0,0,0,436.31,0,2598.31,0,73.69,73.69,0,73.69,112.29,119.01,1.1,0.71,0,493.75,212.79,0,0,183.06,0,3930.98,0,221.29,0,37.11,-634.76,0,10463.75,62.33,119.01,95.84,0,0,0,0,176.8,9501.62,641.22,641.22,0,1332.67,0,0,69.41,68.18,0,83.24,0,33.51,0,0,522.2,0,3.6,0,64.05,0,0,0,0.84,18.45,6021,National Commercial Banks,WA,www.washingtonfederal.com
2009,WAFD,Washington Federal Inc.,USD,0,0,7842.31,12582.48,0,15.55,0,1745.49,498.39,415.79,100.13,0,511.63,129.32,112.25,0,129.32,0,0,0,100,0,2478.93,0,24.21,18.85,7.49,26.34,104.17,112.66,1.11,0.46,0,688.05,251.65,0,0,182.8,0,4224.42,0,256.8,0,176.86,-456.51,0,10836.99,48.17,112.66,75.74,0,0,0,0,250.6,8983.43,694.43,694.43,0,1745.49,0,0,94.34,94.79,0,77.76,0,27.57,0,0,581.77,0,4.2,0,70.15,0,0,0,0.36,16.86,6021,National Commercial Banks,WA,www.washingtonfederal.com
2010,WAFD,Washington Federal Inc.,USD,0,0,8825.92,13486.38,0,16.37,0,1841.15,888.62,390.23,113.9,0,449.01,129.56,112.48,0,129.56,0,0,0,200,0,2265.55,0,22.45,22.45,0,22.45,85.33,93.24,1.22,1.05,0,-167.93,251.65,0,85.61,177.05,0,4106.7,0,257.72,0,233.15,307.28,0,11645.23,118.65,93.24,123.03,0,0,0,0,342.05,8958.18,626.06,626.06,0,1841.15,0,0,121.08,143.03,0,27.5,0,4.37,0,0,532.82,0,4.8,0,83.81,0,0,0,0.2,15.28,6021,National Commercial Banks,WA,www.washingtonfederal.com
2011,WAFD,Washington Federal Inc.,USD,0,0,8665.9,13440.75,0,17.5,0,1906.53,816,-72.62,147.25,0,320.8,129.85,108.98,0,129.85,0,0,0,200,0,0,0,25.7,26.8,0,26.8,215.09,223.2,1.22,1,0,-170.28,251.65,0,0,309.72,0,1906.53,0,256.27,0,216.21,-164.03,0,11534.22,111.14,223.2,173.66,0,0,0,0,462.5,8318.06,630.52,630.52,0,1906.53,0,0,133.88,150.96,0,73.8,0,62.52,0,0,407.31,0,5.4,0,86.51,0,0,0,0.23,12.74,6021,National Commercial Banks,WA,www.washingtonfederal.com
2012,WAFD,Washington Federal Inc.,USD,0,0,8576.62,12472.94,0,17.89,0,1899.75,751.43,-64.57,65.7,0,238.2,129.95,106.18,0,129.95,0,0,0,0,0,1880,0,32.43,34.12,0,34.12,351.64,360.73,1.26,1.29,0,-1293.87,251.65,0,0,454.33,0,3779.75,0,256.08,0,129.03,1054.34,0,10573.19,138.18,360.73,215.91,0,0,0,0,494.09,7740.37,692.53,692.53,0,1899.75,0,0,108.99,100.54,0,59.6,0,77.73,0,0,331.8,0,5.4,0,93.6,0,0,0,0.3,16.66,6021,National Commercial Banks,WA,www.washingtonfederal.com
2013,WAFD,Washington Federal Inc.,USD,0,0,9090.27,13082.86,0,18.91,0,1937.64,203.56,-547.87,144.58,0,137.51,132.57,102.49,0,132.57,0,0,0,50,0,1930,0,37.84,37.84,0,37.84,279.32,289.81,1.46,1.45,0,-337.4,260.28,0,0,398.86,0,3867.64,0,264.32,0,113.3,-391.89,0,11145.22,151.51,289.81,234.62,0,0,0,0,600.83,7823.98,536.37,536.37,0,1937.64,0,0,100.55,78,0,80.42,0,83.11,0,0,246.56,0,5.87,0,109.05,0,0,0,0.34,20.68,6021,National Commercial Banks,WA,www.washingtonfederal.com
2014,WAFD,Washington Federal Inc.,USD,0,0,10716.93,14756.04,0,20.05,0,1973.28,781.84,578.28,171.69,0,112.68,133.32,98.41,0,133.32,0,0,0,0,0,1830,0,42.07,45.67,0,45.67,291.41,308.76,1.91,1.55,0,-376.46,291.5,0,0,448.94,0,3803.28,0,302.91,0,79.15,781.02,0,12782.76,157.36,308.76,244.93,0,0,0,0,726.86,8324.8,561.61,561.61,0,1973.28,0,0,82.31,79.87,0,64.37,0,87.56,0,0,252.86,0,7.31,0,140.18,0,0,0,0.41,20.36,6021,National Commercial Banks,WA,www.washingtonfederal.com
2015,WAFD,Washington Federal Inc.,USD,0,0,10631.7,14568.32,0,21.04,0,1955.68,284.05,-497.79,139.96,0,105.91,133.7,92.94,0,133.7,0,0,0,100,0,1580,0,51.11,36.71,0,36.71,309.81,331.03,1.84,1.67,0,-350.18,291.5,0,0,484.92,0,3535.68,0,299.36,0,57.52,-290.49,0,12612.65,160.32,331.03,249.52,0,0,0,0,830.11,9170.63,590.83,590.83,0,1955.68,0,0,75.7,64.15,0,65.72,0,89.2,0,0,259.81,0,8.7,0,153.9,0,0,0,0.54,22.75,6021,National Commercial Banks,WA,www.washingtonfederal.com
2016,WAFD,Washington Federal Inc.,USD,0,0,10600.85,14888.06,0,22.03,0,1975.73,450.37,166.32,152.54,0,110.29,134.31,89.68,0,134.31,0,0,0,1118,0,1880,0,49.93,49.93,0,49.93,314.14,337.13,1.81,1.78,0,75.66,291.5,0,0,483.58,0,3855.73,0,296.99,0,29.03,-131.06,0,12912.33,164.05,337.13,248.13,0,0,0,0,932.72,9910.92,593.88,593.88,0,1975.73,14.69,0,92.77,76.73,0,68.51,0,84.09,0,0,256.75,0,7.6,0,146.45,0,0,0,0.55,26.68,6021,National Commercial Banks,WA,www.washingtonfederal.com
2017,WAFD,Washington Federal Inc.,USD,0,0,10835.01,15253.58,0,23,0,2005.69,313.07,-137.3,189.7,0,114.89,134.96,87.19,0,134.96,0,0,0,4590,0,830,0,74.52,74.52,0,74.52,298.54,340.22,1.82,1.94,0,227.54,293.15,0,0,487.74,0,2835.69,0,298.68,0,20.66,-544.54,0,13247.89,173.53,340.22,256.22,0,0,0,0,1047.91,10882.62,602.63,602.63,0,2005.69,5.21,0,77.11,82.71,0,54.08,0,82.68,0,0,262.41,0,6.43,0,147.52,0,0,0,0.84,33.65,6021,National Commercial Banks,WA,www.washingtonfederal.com
1993,WBS,Webster Financial Corp,USD,0,0,1675.27,2167.83,0,29.33,0,105.59,32.29,0,0,0,74.43,0,3.6,0,0.04,0,0,0,0,0,103.95,0,0,1.77,2.65,4.43,39.06,41.65,0,3.16,0,0,0,0,0,68.39,0,209.55,0,0,0,23.37,0,0,2062.23,17.03,41.65,21.88,0,0,0,0,41.79,1245.6,142.81,142.81,0,105.59,0,0,0,0,0,0,0,9.16,0,0,101.16,0,0,0,26.74,0,0,0,0.5,22.88,6021,National Commercial Banks,CT,public.websteronline.com
1994,WBS,Webster Financial Corp,USD,0,0,2163.47,2761.46,0,25.16,0,137.94,88.84,0,0,0,92.41,0,5.48,0,0.06,0,0,0,0,0,178.68,0,0,2.33,1.72,4.05,39.8,50.11,0,2.6,0,0,0,0,0,93.2,0,316.62,0,0,0,28.11,0,0,2623.52,16.49,50.11,20.14,0,0,0,0,48.77,1656.02,185.62,185.62,0,137.94,0,0,0,0,0,0,0,3.66,0,0,135.51,0,0,0,43.09,0,0,0,0.52,18.5,6021,National Commercial Banks,CT,public.websteronline.com
1995,WBS,Webster Financial Corp,USD,0,0,2400.2,3219.67,0,25.99,0,209.97,70.25,0,0,0,134.63,0,8.08,0,0.09,0,0,0,0,0,245.71,0,0,4.38,1.3,5.68,45.4,56.16,0,2.3,0,0,0,0,0,106.15,0,455.69,0,4.73,0,18.17,0,0,3009.7,18.32,56.16,26.57,0,0,0,0,78.12,1891.96,240.79,240.79,0,209.97,0,0,0,0,0,0,0,8.25,0,0,184.63,0,0,0,50,0,0,0,0.64,29.5,6021,National Commercial Banks,CT,public.websteronline.com
1996,WBS,Webster Financial Corp,USD,0,0,3095.88,3917.6,0,26.03,0,206.3,85.19,0,0,0,153.75,0,7.93,0,0.09,0,0,0,0,0,142.74,0,0,5.55,1.15,6.7,62.17,74.41,0,2.79,0,0,0,0,0,137.32,0,349.04,0,44.32,0,10.21,0,0,3711.3,25.61,74.41,40.07,0,0,0,0,97.78,2525.54,291.06,291.06,0,206.3,0,0,0,0,0,0,0,14.46,0,0,216.65,0,2.44,0,62.91,0,0,0,0.68,36.75,6021,National Commercial Banks,CT,public.websteronline.com
1997,WBS,Webster Financial Corp,USD,0,0,4365.76,7019.62,0,27.99,0,382.19,152.77,0,0,0,269.76,0,13.65,0,0.14,0,0,0,0,0,120.82,0,0,9.04,0,9.04,112.62,129.48,0,2.44,0,0,0,0,0,212.08,0,552.58,0,48.92,0,8.76,0,0,6587.86,33.8,129.48,53.53,0,0,0,0,213.48,3824.6,481.84,481.84,0,382.19,0,0,0,0,0,0,0,19.74,0,0,352.36,0,3.21,0,82.6,0,0,0,0.78,66.5,6021,National Commercial Banks,CT,public.websteronline.com
1998,WBS,Webster Financial Corp,USD,0,0,5651.27,9033.92,0,14.87,0,554.88,177.42,0,0,0,383.82,38.35,37.33,0,0.38,0,0,0,0,0,617.08,0,0,18.53,0,18.53,177.9,202.28,0,1.83,0,0,0,0,0,312.8,0,1221.54,0,78.38,0,3.73,0,0,8429.46,70.47,202.28,119.16,0,0,0,0,333.93,4993.51,696.62,696.62,0,554.88,0,0,0,0,0,0,0,44.54,0,0,494.34,0,3.32,0,110.52,0,0,0,0.43,27.44,6021,National Commercial Banks,CT,public.websteronline.com
1999,WBS,Webster Financial Corp,USD,0,0,6191.09,9931.74,0,14.09,0,635.67,283.62,0,0,0,351.28,45.24,45.1,0,0.45,0,0,0,0,0,1111.53,0,0,17.53,0,17.53,208.85,237.46,2.25,2.1,0,0,0,0,0,387.14,0,1796.78,0,138.83,0,5.16,0,0,9246.5,95.35,237.46,146.83,0,0,0,0,338.28,6022.24,738.42,738.42,0,635.67,0,0,0,0,0,0,0,47.33,0,0,500.97,0,4.63,0,149.69,0,0,0,0.47,23.56,6021,National Commercial Banks,CT,public.websteronline.com
2000,WBS,Webster Financial Corp,USD,0,0,6941.52,11249.51,0,18.19,0,890.37,266.79,0,0,0,424.2,49.5,48.94,0,0.5,0,0,0,0,0,1313.39,0,0,28.65,0,28.65,219.58,264.2,2.2,2.55,0,0,0,0,0,437.54,0,2253.34,0,326.14,0,3.3,0,0,10309.56,118.29,264.2,180.56,0,0,0,0,489.19,6819.21,861.73,861.73,0,890.37,0,0,0,0,0,0,0,58.12,0,0,597.53,0,6.28,0,173.33,0,0,0,0.62,28.31,6021,National Commercial Banks,CT,public.websteronline.com
2001,WBS,Webster Financial Corp,USD,0,0,7066.47,11857.38,0,20.48,0,1006.47,254.85,0,0,0,404.16,49.5,49.15,0,0.5,0,0,0,0,0,2048.69,0,0,33,0,33,265.96,318.76,2.27,2.68,0,0,0,0,0,515.18,0,3064.73,0,320.05,0,5.04,0,0,10841.34,133.19,318.76,207.23,0,0,0,0,605.2,6869.91,919.33,919.33,0,1006.47,0,0,0,0,0,0,0,69.43,0,0,600.58,0,5.59,0,196.42,0,0,0,0.67,31.53,6021,National Commercial Banks,CT,public.websteronline.com
2002,WBS,Webster Financial Corp,USD,0,0,7606.12,13468,0,22.69,0,1035.46,282.06,0,0,0,315.31,49.51,45.63,0,0.5,0,0,0,0,0,2450.57,0,0,35.46,0,35.46,295.05,335.49,2.71,3.16,0,0,236.48,15.08,0,562.3,0,3495.6,0,297.36,0,408.23,0,0,12422.97,152.73,335.49,234.84,0,0,0,0,758.13,7795.84,877.61,877.61,0,1035.46,0,0,0,0,0,0,0,73.97,0,0,542.12,0,8.21,0,226.82,0,0,0,0.74,34.8,6021,National Commercial Banks,CT,public.websteronline.com
2003,WBS,Webster Financial Corp,USD,0,0,8372.14,14568.69,0,24.91,0,1152.9,251.65,0,0,0,270.2,49.51,46.28,0,0.5,0,0,0,0,0,1695.07,0,0,37.42,0,37.42,299.26,352.78,2.72,3.52,0,0,274.11,0,0,621,0,2857.54,0,337.36,0,95.07,0,0,13406.22,163.25,352.78,243.02,0,0,0,0,853.09,9091.14,891.2,891.2,0,1152.9,0,0,0,0,0,0,0,79.77,0,0,538.42,0,11.53,0,268.22,0,0,0,0.82,45.86,6021,National Commercial Banks,CT,public.websteronline.com
2004,WBS,Webster Financial Corp,USD,0,0,10571.29,17020.6,0,28.79,0,1543.97,266.45,39.59,0,0,281.95,53.64,53.63,0,0.54,0,0,0,76535.37,0,1662.98,0,44.36,44.36,0,44.36,323.83,376.6,3.06,3,0,-741.19,623.3,0,0,669.87,0,3216.53,0,704.11,0,150.25,421.98,0,15467.05,153.83,376.6,222.73,0,0,0,0,938.29,11562.66,951.82,951.82,0,1543.97,0,0,83.48,12.5,0,39.18,0,68.9,0,0,575.21,0,14.08,0,293.27,0,0,0,0.9,50.64,6021,National Commercial Banks,CT,public.websteronline.com
2005,WBS,Webster Financial Corp,USD,0,0,11631.15,17836.56,0,30.7,0,1647.23,330.01,44.88,0,0,364.01,54.12,53.66,0,0.54,0,0,0,42204.51,0,1641.45,0,52.7,52.7,0,52.7,338.84,392.54,3.18,3.43,0,542.08,642.89,0,0,727.53,0,3298.25,0,706.26,0,273.7,-554.88,0,16179.76,185.86,392.54,273.16,0,0,0,0,1048.11,12138.8,1091.53,1091.53,0,1647.23,0,0,94.01,38.7,0,84.35,0,87.3,0,0,699,0,14.87,0,334.99,0,0,0,0.98,46.9,6021,National Commercial Banks,CT,public.websteronline.com
2006,WBS,Webster Financial Corp,USD,0,0,12458.4,17097.47,0,33.28,0,1876.86,487.54,18.18,0,0,517.19,56.39,56.39,0,0.56,0,0,0,78896.15,0,1021.36,0,57.04,57.04,0,57.04,250.47,306.52,3.42,2.47,0,-1722.65,770,0,0,667.72,0,2907.8,0,825.01,0,357.71,1583.19,0,15211.03,133.79,306.52,193.07,0,0,0,0,1149.41,12775.77,1184.91,1184.91,0,1876.86,0,0,87.12,55.33,0,37,0,59.28,0,0,878.39,0,15.52,0,361.2,0,0,0,1.06,48.72,6021,National Commercial Banks,CT,public.websteronline.com
